source,target,lag,r,p_raw,p_adj,significant_fdr
meat seafood,pets,1,-0.241,0.12908,0.73405,False
meat seafood,pets,2,0.1623,0.31694,0.85349,False
meat seafood,pets,3,0.0488,0.76802,0.95541,False
meat seafood,pets,4,-0.1213,0.46815,0.89904,False
meat seafood,produce,1,-0.0247,0.87829,0.97542,False
meat seafood,produce,2,-0.1273,0.43387,0.88761,False
meat seafood,produce,3,0.1104,0.50361,0.89904,False
meat seafood,produce,4,0.1483,0.37437,0.87292,False
meat seafood,snacks,1,-0.014,0.93075,0.98783,False
meat seafood,snacks,2,0.1282,0.43061,0.88716,False
meat seafood,snacks,3,-0.1025,0.53478,0.90305,False
meat seafood,snacks,4,-0.1105,0.50882,0.89904,False
pantry,alcohol,1,-0.0224,0.8896,0.97585,False
pantry,alcohol,2,-0.3275,0.03915,0.64527,False
pantry,alcohol,3,0.1124,0.49552,0.89904,False
pantry,alcohol,4,-0.0371,0.82481,0.97187,False
pantry,babies,1,0.3574,0.0218,0.51938,False
pantry,babies,2,-0.0232,0.88723,0.97585,False
pantry,babies,3,-0.2277,0.16327,0.74424,False
pantry,babies,4,-0.053,0.75197,0.95245,False
pantry,bakery,1,0.2132,0.18078,0.74976,False
pantry,bakery,2,0.299,0.06092,0.66194,False
pantry,bakery,3,-0.3249,0.04357,0.64767,False
pantry,bakery,4,-0.0396,0.81348,0.96685,False
pantry,beverages,1,-0.2339,0.14099,0.74424,False
pantry,beverages,2,-0.0579,0.72273,0.94341,False
pantry,beverages,3,-0.0571,0.73009,0.94882,False
pantry,beverages,4,0.1988,0.23156,0.77882,False
pantry,breakfast,1,-0.1333,0.40595,0.88458,False
pantry,breakfast,2,0.0887,0.58608,0.91785,False
pantry,breakfast,3,0.2653,0.10266,0.6987,False
pantry,breakfast,4,-0.0453,0.78731,0.95953,False
pantry,bulk,1,0.046,0.77496,0.95767,False
pantry,bulk,2,0.0246,0.8801,0.97542,False
pantry,bulk,3,-0.0503,0.76126,0.95541,False
pantry,bulk,4,0.1154,0.49028,0.89904,False
pantry,canned goods,1,0.0209,0.89676,0.9781,False
pantry,canned goods,2,0.1322,0.41616,0.88458,False
pantry,canned goods,3,-0.0268,0.87152,0.9743,False
pantry,canned goods,4,0.1282,0.44292,0.89461,False
pantry,dairy eggs,1,0.1259,0.43269,0.88761,False
pantry,dairy eggs,2,-0.0629,0.69976,0.93205,False
pantry,dairy eggs,3,-0.23,0.15888,0.74424,False
pantry,dairy eggs,4,-0.1264,0.44969,0.89461,False
pantry,deli,1,-0.1954,0.22081,0.77471,False
pantry,deli,2,-0.0225,0.89024,0.97585,False
pantry,deli,3,0.3992,0.01181,0.51938,False
pantry,deli,4,-0.4148,0.00961,0.51938,False
pantry,dry goods pasta,1,0.1189,0.45914,0.89857,False
pantry,dry goods pasta,2,-0.0731,0.65415,0.92289,False
pantry,dry goods pasta,3,0.3684,0.021,0.51938,False
pantry,dry goods pasta,4,-0.1965,0.23702,0.78891,False
pantry,frozen,1,-0.2391,0.13217,0.73799,False
pantry,frozen,2,-0.0293,0.85761,0.9735,False
pantry,frozen,3,0.3014,0.0622,0.66194,False
pantry,frozen,4,0.089,0.59509,0.91785,False
pantry,household,1,-0.2939,0.06212,0.66194,False
pantry,household,2,-0.0582,0.72147,0.94341,False
pantry,household,3,0.1479,0.36899,0.87292,False
pantry,household,4,0.378,0.01928,0.51938,False
pantry,international,1,0.2394,0.1316,0.73782,False
pantry,international,2,0.1096,0.50085,0.89904,False
pantry,international,3,-0.2162,0.18611,0.74976,False
pantry,international,4,-0.0649,0.69884,0.93205,False
pantry,meat seafood,1,-0.0519,0.74731,0.95103,False
pantry,meat seafood,2,0.0296,0.85613,0.9735,False
pantry,meat seafood,3,0.0849,0.60724,0.92061,False
pantry,meat seafood,4,0.0273,0.87074,0.9743,False
pantry,personal care,1,-0.3777,0.0149,0.51938,False
pantry,personal care,2,-0.0912,0.57553,0.91785,False
pantry,personal care,3,0.0721,0.66273,0.92289,False
pantry,personal care,4,0.4163,0.00933,0.51938,False
pantry,pets,1,-0.0217,0.89306,0.97736,False
pantry,pets,2,0.0869,0.59369,0.91785,False
pantry,pets,3,-0.2303,0.15838,0.74424,False
pantry,pets,4,-0.0401,0.81093,0.96481,False
pantry,produce,1,0.3234,0.03914,0.64527,False
pantry,produce,2,0.2296,0.15406,0.74424,False
pantry,produce,3,-0.0989,0.54905,0.9071,False
pantry,produce,4,-0.3149,0.05412,0.66194,False
pantry,snacks,1,-0.2893,0.06656,0.66922,False
pantry,snacks,2,0.175,0.28013,0.8516,False
pantry,snacks,3,0.2985,0.06493,0.66922,False
pantry,snacks,4,-0.1365,0.41381,0.88458,False
personal care,alcohol,1,-0.003,0.9851,0.99854,False
personal care,alcohol,2,-0.3495,0.02705,0.54205,False
personal care,alcohol,3,0.2773,0.08747,0.69593,False
personal care,alcohol,4,-0.0803,0.6318,0.92289,False
personal care,babies,1,0.3058,0.05183,0.66194,False
personal care,babies,2,-0.0021,0.98984,0.99854,False
personal care,babies,3,-0.0843,0.60971,0.92061,False
personal care,babies,4,-0.1177,0.48174,0.89904,False
personal care,bakery,1,-0.0573,0.7221,0.94341,False
personal care,bakery,2,0.4219,0.00669,0.51938,False
personal care,bakery,3,-0.2309,0.15737,0.74424,False
personal care,bakery,4,-0.0287,0.86425,0.9735,False
personal care,beverages,1,-0.2267,0.1541,0.74424,False
personal care,beverages,2,0.0528,0.7463,0.95103,False
personal care,beverages,3,-0.0553,0.73828,0.95103,False
personal care,beverages,4,0.1953,0.23987,0.79261,False
personal care,breakfast,1,-0.184,0.24957,0.80921,False
personal care,breakfast,2,0.1985,0.21945,0.77471,False
personal care,breakfast,3,-0.0001,0.99959,0.99959,False
personal care,breakfast,4,0.2157,0.19335,0.74976,False
personal care,bulk,1,0.0675,0.67494,0.92289,False
personal care,bulk,2,-0.1259,0.43897,0.89097,False
personal care,bulk,3,-0.0224,0.89252,0.97736,False
personal care,bulk,4,0.1117,0.50432,0.89904,False
personal care,canned goods,1,0.005,0.97534,0.9985,False
personal care,canned goods,2,0.0626,0.701,0.93205,False
personal care,canned goods,3,-0.1476,0.36978,0.87292,False
personal care,canned goods,4,0.0283,0.86599,0.9735,False
personal care,dairy eggs,1,0.2005,0.20869,0.77159,False
personal care,dairy eggs,2,-0.2323,0.14916,0.74424,False
personal care,dairy eggs,3,0.146,0.37507,0.87292,False
personal care,dairy eggs,4,-0.2002,0.22827,0.77882,False
personal care,deli,1,-0.0969,0.54653,0.9071,False
personal care,deli,2,-0.0196,0.90446,0.97888,False
personal care,deli,3,0.1706,0.29919,0.8529,False
personal care,deli,4,-0.2397,0.14712,0.74424,False
personal care,dry goods pasta,1,0.054,0.73751,0.95103,False
personal care,dry goods pasta,2,-0.0085,0.95872,0.99434,False
personal care,dry goods pasta,3,0.1472,0.3712,0.87292,False
personal care,dry goods pasta,4,-0.0303,0.85679,0.9735,False
personal care,frozen,1,-0.2676,0.09075,0.69593,False
personal care,frozen,2,-0.0927,0.56947,0.91436,False
personal care,frozen,3,0.2667,0.10073,0.69864,False
personal care,frozen,4,0.1363,0.41436,0.88458,False
personal care,household,1,-0.4828,0.00139,0.33972,False
personal care,household,2,0.1496,0.3568,0.87002,False
personal care,household,3,-0.0742,0.6537,0.92289,False
personal care,household,4,0.3381,0.03786,0.63941,False
personal care,international,1,0.1812,0.25695,0.81284,False
personal care,international,2,0.1217,0.4545,0.89461,False
personal care,international,3,-0.2014,0.21891,0.77471,False
personal care,international,4,-0.1208,0.46999,0.89904,False
personal care,meat seafood,1,0.0518,0.74777,0.95103,False
personal care,meat seafood,2,-0.0742,0.64889,0.92289,False
personal care,meat seafood,3,0.003,0.98575,0.99854,False
personal care,meat seafood,4,-0.0968,0.56312,0.91436,False
personal care,pantry,1,0.0664,0.68008,0.92757,False
personal care,pantry,2,-0.2242,0.16425,0.74424,False
personal care,pantry,3,-0.0087,0.95797,0.99434,False
personal care,pantry,4,0.2217,0.181,0.74976,False
personal care,pets,1,0.0811,0.61441,0.92061,False
personal care,pets,2,-0.0335,0.8372,0.9735,False
personal care,pets,3,-0.1073,0.51562,0.89977,False
personal care,pets,4,0.0754,0.6527,0.92289,False
personal care,produce,1,0.3085,0.04971,0.66194,False
personal care,produce,2,0.0788,0.62907,0.92289,False
personal care,produce,3,0.0256,0.87688,0.97542,False
personal care,produce,4,-0.3858,0.01674,0.51938,False
personal care,snacks,1,-0.161,0.31463,0.85349,False
personal care,snacks,2,0.0758,0.64186,0.92289,False
personal care,snacks,3,0.2296,0.15965,0.74424,False
personal care,snacks,4,0.0517,0.75771,0.95446,False
pets,alcohol,1,-0.121,0.45102,0.89461,False
pets,alcohol,2,0.144,0.37526,0.87292,False
pets,alcohol,3,-0.1362,0.40825,0.88458,False
pets,alcohol,4,0.0956,0.56808,0.91436,False
pets,babies,1,-0.2488,0.11674,0.72263,False
pets,babies,2,0.1402,0.38826,0.87303,False
pets,babies,3,0.4158,0.00848,0.51938,False
pets,babies,4,-0.5407,0.00046,0.20976,False
pets,bakery,1,0.1835,0.25083,0.80921,False
pets,bakery,2,-0.1852,0.25255,0.80921,False
pets,bakery,3,0.0325,0.84431,0.9735,False
pets,bakery,4,0.1567,0.34757,0.86692,False
pets,beverages,1,-0.0916,0.56884,0.91436,False
pets,beverages,2,-0.0094,0.9543,0.99427,False
pets,beverages,3,0.0551,0.73913,0.95103,False
pets,beverages,4,0.2817,0.08668,0.69593,False
pets,breakfast,1,-0.1712,0.28464,0.85205,False
pets,breakfast,2,-0.0848,0.60298,0.92061,False
pets,breakfast,3,0.1329,0.4199,0.88458,False
pets,breakfast,4,0.0672,0.68847,0.92947,False
pets,bulk,1,-0.0984,0.54035,0.9071,False
pets,bulk,2,0.114,0.48366,0.89904,False
pets,bulk,3,0.1531,0.35226,0.87002,False
pets,bulk,4,-0.2297,0.16532,0.74424,False
pets,canned goods,1,0.2569,0.10492,0.70015,False
pets,canned goods,2,-0.1406,0.38669,0.87292,False
pets,canned goods,3,-0.0797,0.62968,0.92289,False
pets,canned goods,4,0.1248,0.45536,0.89502,False
pets,dairy eggs,1,-0.0284,0.86,0.9735,False
pets,dairy eggs,2,-0.0136,0.93371,0.98881,False
pets,dairy eggs,3,0.2775,0.08722,0.69593,False
pets,dairy eggs,4,-0.2775,0.09165,0.69593,False
pets,deli,1,0.0933,0.56184,0.91436,False
pets,deli,2,-0.1098,0.49995,0.89904,False
pets,deli,3,0.1057,0.522,0.9013,False
pets,deli,4,-0.0953,0.56927,0.91436,False
pets,dry goods pasta,1,-0.0413,0.79787,0.96082,False
pets,dry goods pasta,2,-0.136,0.40276,0.88439,False
pets,dry goods pasta,3,0.0723,0.66198,0.92289,False
pets,dry goods pasta,4,0.0738,0.65948,0.92289,False
pets,frozen,1,-0.1525,0.34114,0.86692,False
pets,frozen,2,0.2644,0.0992,0.69593,False
pets,frozen,3,-0.1031,0.53212,0.90305,False
pets,frozen,4,-0.1197,0.47393,0.89904,False
pets,household,1,-0.0864,0.59105,0.91785,False
pets,household,2,0.0257,0.87476,0.97528,False
pets,household,3,-0.2167,0.18514,0.74976,False
pets,household,4,0.2942,0.07301,0.67694,False
pets,international,1,0.0849,0.59781,0.91785,False
pets,international,2,0.0888,0.58593,0.91785,False
pets,international,3,-0.1075,0.51478,0.89977,False
pets,international,4,-0.075,0.65467,0.92289,False
pets,meat seafood,1,0.1476,0.35723,0.87002,False
pets,meat seafood,2,-0.2105,0.19223,0.74976,False
pets,meat seafood,3,0.0384,0.81639,0.96752,False
pets,meat seafood,4,0.1173,0.48299,0.89904,False
pets,pantry,1,0.1476,0.357,0.87002,False
pets,pantry,2,-0.0163,0.92048,0.9853,False
pets,pantry,3,-0.2723,0.09359,0.69593,False
pets,pantry,4,0.1096,0.51254,0.89977,False
pets,personal care,1,-0.1878,0.23973,0.79261,False
pets,personal care,2,0.2056,0.20303,0.76514,False
pets,personal care,3,-0.317,0.04929,0.66194,False
pets,personal care,4,0.1693,0.30963,0.8529,False
pets,produce,1,0.1857,0.24516,0.80427,False
pets,produce,2,0.0938,0.56466,0.91436,False
pets,produce,3,-0.1789,0.27598,0.84085,False
pets,produce,4,-0.0589,0.72531,0.94498,False
pets,snacks,1,-0.2612,0.09907,0.69593,False
pets,snacks,2,-0.0014,0.99319,0.99854,False
pets,snacks,3,0.1707,0.29881,0.8529,False
pets,snacks,4,0.0031,0.98529,0.99854,False
produce,alcohol,1,-0.0329,0.83826,0.9735,False
produce,alcohol,2,0.0542,0.73989,0.95103,False
produce,alcohol,3,0.0406,0.80594,0.96454,False
produce,alcohol,4,-0.0787,0.63868,0.92289,False
produce,babies,1,-0.1003,0.5326,0.90305,False
produce,babies,2,0.1057,0.51639,0.89977,False
produce,babies,3,-0.237,0.14636,0.74424,False
produce,babies,4,0.1746,0.2945,0.8529,False
produce,bakery,1,-0.0252,0.87573,0.97542,False
produce,bakery,2,-0.0626,0.70108,0.93205,False
produce,bakery,3,-0.1317,0.42429,0.8848,False
produce,bakery,4,0.0123,0.94153,0.99154,False
produce,beverages,1,0.194,0.22432,0.77882,False
produce,beverages,2,0.2021,0.21114,0.77372,False
produce,beverages,3,-0.0636,0.7004,0.93205,False
produce,beverages,4,-0.149,0.37194,0.87292,False
produce,breakfast,1,0.2343,0.14039,0.74424,False
produce,breakfast,2,-0.2113,0.19055,0.74976,False
produce,breakfast,3,-0.051,0.75771,0.95446,False
produce,breakfast,4,0.0758,0.65119,0.92289,False
produce,bulk,1,0.185,0.24681,0.80598,False
produce,bulk,2,0.0492,0.76312,0.95541,False
produce,bulk,3,-0.176,0.28394,0.85205,False
produce,bulk,4,-0.0509,0.76165,0.95541,False
produce,canned goods,1,0.0314,0.84558,0.9735,False
produce,canned goods,2,-0.0891,0.5847,0.91785,False
produce,canned goods,3,0.1102,0.50419,0.89904,False
produce,canned goods,4,0.0997,0.55134,0.90741,False
produce,dairy eggs,1,-0.2212,0.16448,0.74424,False
produce,dairy eggs,2,0.1428,0.37948,0.87292,False
produce,dairy eggs,3,-0.3294,0.04061,0.64598,False
produce,dairy eggs,4,0.1468,0.37904,0.87292,False
produce,deli,1,0.3012,0.05563,0.66194,False
produce,deli,2,-0.1435,0.3769,0.87292,False
produce,deli,3,-0.1128,0.4941,0.89904,False
produce,deli,4,0.043,0.79782,0.96082,False
produce,dry goods pasta,1,0.2402,0.13039,0.73405,False
produce,dry goods pasta,2,-0.1335,0.4114,0.88458,False
produce,dry goods pasta,3,0.0843,0.61006,0.92061,False
produce,dry goods pasta,4,0.0148,0.92959,0.98783,False
produce,frozen,1,0.3212,0.0406,0.64598,False
produce,frozen,2,0.085,0.60223,0.92061,False
produce,frozen,3,0.0953,0.56377,0.91436,False
produce,frozen,4,-0.3083,0.05967,0.66194,False
produce,household,1,0.2817,0.0744,0.67694,False
produce,household,2,0.0274,0.86676,0.9735,False
produce,household,3,0.1164,0.48047,0.89904,False
produce,household,4,-0.1632,0.32752,0.86496,False
produce,international,1,-0.1483,0.35487,0.87002,False
produce,international,2,-0.1843,0.25495,0.80921,False
produce,international,3,0.3423,0.03294,0.5886,False
produce,international,4,0.1669,0.31671,0.85349,False
produce,meat seafood,1,-0.0638,0.69185,0.93063,False
produce,meat seafood,2,0.2086,0.19647,0.75416,False
produce,meat seafood,3,-0.0727,0.65987,0.92289,False
produce,meat seafood,4,-0.1251,0.45431,0.89461,False
produce,pantry,1,-0.2622,0.09777,0.69593,False
produce,pantry,2,0.1017,0.5322,0.90305,False
produce,pantry,3,0.3056,0.05847,0.66194,False
produce,pantry,4,0.0441,0.79269,0.95953,False
produce,personal care,1,0.1113,0.48859,0.89904,False
produce,personal care,2,0.0968,0.55244,0.90741,False
produce,personal care,3,0.2828,0.08106,0.69593,False
produce,personal care,4,-0.2158,0.19325,0.74976,False
produce,pets,1,-0.1745,0.27509,0.84085,False
produce,pets,2,0.0005,0.99771,0.99914,False
produce,pets,3,-0.0111,0.94635,0.9928,False
produce,pets,4,0.216,0.19267,0.74976,False
produce,snacks,1,0.272,0.08539,0.69593,False
produce,snacks,2,0.0484,0.76667,0.95541,False
produce,snacks,3,-0.0401,0.80844,0.96454,False
produce,snacks,4,-0.1738,0.29657,0.8529,False
snacks,alcohol,1,0.213,0.18111,0.74976,False
snacks,alcohol,2,0.223,0.16659,0.74424,False
snacks,alcohol,3,-0.1065,0.51888,0.90056,False
snacks,alcohol,4,0.0993,0.55289,0.90741,False
snacks,babies,1,-0.1231,0.44316,0.89461,False
snacks,babies,2,-0.0462,0.77716,0.95866,False
snacks,babies,3,0.3662,0.02185,0.51938,False
snacks,babies,4,-0.0446,0.79042,0.95953,False
snacks,bakery,1,-0.043,0.78968,0.95953,False
snacks,bakery,2,0.072,0.65888,0.92289,False
snacks,bakery,3,0.1716,0.29618,0.8529,False
snacks,bakery,4,0.0707,0.67331,0.92289,False
snacks,beverages,1,0.0813,0.61334,0.92061,False
snacks,beverages,2,0.0727,0.65562,0.92289,False
snacks,beverages,3,-0.2131,0.19277,0.74976,False
snacks,beverages,4,0.074,0.659,0.92289,False
snacks,breakfast,1,0.1393,0.38509,0.87292,False
snacks,breakfast,2,-0.1124,0.49,0.89904,False
snacks,breakfast,3,0.1149,0.4861,0.89904,False
snacks,breakfast,4,-0.2145,0.19591,0.75416,False
snacks,bulk,1,-0.1679,0.29408,0.8529,False
snacks,bulk,2,-0.0287,0.86027,0.9735,False
snacks,bulk,3,0.0447,0.787,0.95953,False
snacks,bulk,4,0.1535,0.35742,0.87002,False
snacks,canned goods,1,-0.017,0.91594,0.98335,False
snacks,canned goods,2,-0.119,0.46468,0.89904,False
snacks,canned goods,3,-0.3357,0.03668,0.63219,False
snacks,canned goods,4,-0.1533,0.35813,0.8702,False
snacks,dairy eggs,1,-0.0674,0.67552,0.92289,False
snacks,dairy eggs,2,0.159,0.32696,0.86496,False
snacks,dairy eggs,3,0.0667,0.68676,0.92927,False
snacks,dairy eggs,4,0.2931,0.07411,0.67694,False
snacks,deli,1,0.0677,0.67413,0.92289,False
snacks,deli,2,-0.2687,0.09369,0.69593,False
snacks,deli,3,0.1842,0.26167,0.81889,False
snacks,deli,4,0.0859,0.60802,0.92061,False
snacks,dry goods pasta,1,-0.0933,0.56195,0.91436,False
snacks,dry goods pasta,2,-0.1643,0.31107,0.8529,False
snacks,dry goods pasta,3,-0.0657,0.69101,0.93058,False
snacks,dry goods pasta,4,-0.0354,0.83305,0.9735,False
snacks,frozen,1,0.0324,0.84086,0.9735,False
snacks,frozen,2,-0.161,0.32096,0.85589,False
snacks,frozen,3,-0.1226,0.45711,0.89643,False
snacks,frozen,4,0.1714,0.30347,0.8529,False
snacks,household,1,0.3865,0.01254,0.51938,False
snacks,household,2,-0.2537,0.11425,0.71694,False
snacks,household,3,-0.0047,0.97727,0.9985,False
snacks,household,4,-0.1973,0.23512,0.78642,False
snacks,international,1,-0.3389,0.03017,0.56994,False
snacks,international,2,0.0884,0.58762,0.91785,False
snacks,international,3,-0.0244,0.88273,0.97542,False
snacks,international,4,-0.3072,0.06063,0.66194,False
snacks,meat seafood,1,0.0715,0.65703,0.92289,False
snacks,meat seafood,2,-0.1463,0.36768,0.87292,False
snacks,meat seafood,3,-0.067,0.68514,0.92913,False
snacks,meat seafood,4,0.0057,0.97277,0.9985,False
snacks,pantry,1,0.2188,0.16925,0.74424,False
snacks,pantry,2,0.1112,0.49445,0.89904,False
snacks,pantry,3,-0.2043,0.21223,0.77372,False
snacks,pantry,4,-0.301,0.06627,0.66922,False
snacks,personal care,1,0.408,0.0081,0.51938,False
snacks,personal care,2,-0.2122,0.18856,0.74976,False
snacks,personal care,3,-0.1322,0.42238,0.8848,False
snacks,personal care,4,-0.1769,0.28811,0.8529,False
snacks,pets,1,0.1972,0.2166,0.77471,False
snacks,pets,2,-0.1283,0.43028,0.88716,False
snacks,pets,3,0.3252,0.04338,0.64767,False
snacks,pets,4,-0.1103,0.50981,0.89904,False
snacks,produce,1,-0.3304,0.03487,0.61157,False
snacks,produce,2,0.081,0.61917,0.92168,False
snacks,produce,3,0.2177,0.18301,0.74976,False
snacks,produce,4,0.1205,0.47119,0.89904,False
